age,bmi,goal,goal_encoded
1.230639086316293,1.5016696927197957,LOSE_WEIGHT,1
0.4549642931712775,-0.26802801338322885,MAINTAIN,2
-0.6309804172317443,-0.4738068164184645,MAINTAIN,2
1.5409090035742992,2.226260508255988,LOSE_WEIGHT,1
-1.173952772433255,0.369262703895591,LOSE_WEIGHT,1
-0.16557554134473493,-1.5500923135057865,GAIN_MUSCLE,0
1.230639086316293,-1.0100788485708962,GAIN_MUSCLE,0
-0.320710499973738,0.45406851363132433,LOSE_WEIGHT,1
-0.010440582715731827,-0.29920661990371905,MAINTAIN,2
-0.9412503344897505,0.6910259231870498,LOSE_WEIGHT,1
-0.9412503344897505,-0.6683613211063233,MAINTAIN,2
0.06712689659876972,-1.4303664644671041,GAIN_MUSCLE,0
0.9979366483727884,-0.6509013014548487,MAINTAIN,2
1.3082065656307946,-0.8417143733602489,GAIN_MUSCLE,0
0.06712689659876972,-0.05726063330471531,MAINTAIN,2
-1.561790169005763,-1.214610507345312,GAIN_MUSCLE,0
-0.08800806203023338,-0.09342781686848385,MAINTAIN,2
-1.6393576483202645,-0.7469314095379586,MAINTAIN,2
0.06712689659876972,1.6450912827140505,LOSE_WEIGHT,1
1.6184764828888007,-0.7656385734502529,MAINTAIN,2
0.5325317724857791,-1.2383062483008844,GAIN_MUSCLE,0
1.1530716070017915,-0.22063653147208387,MAINTAIN,2
-1.6393576483202645,-1.1697133139558058,GAIN_MUSCLE,0
-0.16557554134473493,-0.42142675746404074,MAINTAIN,2
0.7652342104292837,-0.5748255015448527,MAINTAIN,2
-0.8636828551752489,-0.7431899767555,MAINTAIN,2
-0.08800806203023338,1.9069915774861685,LOSE_WEIGHT,1
1.6184764828888007,-0.7332128226689429,MAINTAIN,2
0.14469437591327128,0.26699687450838305,LOSE_WEIGHT,1
0.2998293345422744,0.28570403842067704,LOSE_WEIGHT,1
1.4633415242597976,-0.03481203660996239,MAINTAIN,2
0.3773968138567759,-0.8417143733602489,GAIN_MUSCLE,0
-0.5534129379172427,0.18593249755510827,LOSE_WEIGHT,1
-0.6309804172317443,-0.2954651871212606,MAINTAIN,2
1.6184764828888007,2.56922517998138,LOSE_WEIGHT,1
-1.561790169005763,0.6660830379706577,LOSE_WEIGHT,1
1.0755041276872899,-1.452815061161857,GAIN_MUSCLE,0
-1.2515202517477566,-0.1769864823433974,MAINTAIN,2
-0.16557554134473493,0.9192533229170384,LOSE_WEIGHT,1
-1.0963852931187537,-0.023587738262585933,MAINTAIN,2
1.230639086316293,0.2881983269423162,LOSE_WEIGHT,1
-0.3982779792882396,2.1751275935623844,LOSE_WEIGHT,1
-1.4842226896912614,-1.0736832058726962,GAIN_MUSCLE,0
0.14469437591327128,-0.4314039115505979,MAINTAIN,2
-0.7085478965462458,-0.4276624787681389,MAINTAIN,2
-1.0963852931187537,-0.946474491269096,GAIN_MUSCLE,0
0.22226185522777284,2.3771649638151606,LOSE_WEIGHT,1
-1.6393576483202645,-0.04104775791406008,MAINTAIN,2
-0.2431430206592365,-0.9851359633545037,GAIN_MUSCLE,0
0.3773968138567759,-1.3742449727302217,GAIN_MUSCLE,0
-1.2515202517477566,-1.6960081920216807,GAIN_MUSCLE,0
1.6184764828888007,-0.9040715864012294,GAIN_MUSCLE,0
-1.173952772433255,0.7533831362280302,LOSE_WEIGHT,1
0.9203691690582868,1.3071151880319365,LOSE_WEIGHT,1
-0.7085478965462458,-0.9714173764854881,GAIN_MUSCLE,0
-0.47584545860274113,-0.1570321741702841,MAINTAIN,2
0.9979366483727884,-0.8778815569240175,GAIN_MUSCLE,0
1.3082065656307946,-0.08594495130356636,MAINTAIN,2
-1.4842226896912614,-1.2607548449956374,GAIN_MUSCLE,0
-1.6393576483202645,0.5525929102360733,LOSE_WEIGHT,1
-1.3290877310622582,-1.4428379070753004,GAIN_MUSCLE,0
1.4633415242597976,-1.2482834023874414,GAIN_MUSCLE,0
-1.4842226896912614,-0.27675802320896614,MAINTAIN,2
0.4549642931712775,-0.2605451478183114,MAINTAIN,2
-0.3982779792882396,-0.18322220364749553,MAINTAIN,2
0.22226185522777284,2.4420164653777805,LOSE_WEIGHT,1
1.6184764828888007,-1.131051841870398,GAIN_MUSCLE,0
0.8428016897437852,-1.1734547467382648,GAIN_MUSCLE,0
-1.018817813804252,-0.09093352834684469,MAINTAIN,2
0.9979366483727884,0.10985669764511222,LOSE_WEIGHT,1
-0.7085478965462458,-1.3468077989921905,GAIN_MUSCLE,0
0.6100992518002806,0.0699480812988847,LOSE_WEIGHT,1
-0.6309804172317443,1.783524295665027,LOSE_WEIGHT,1
-1.173952772433255,-0.6696084653671431,MAINTAIN,2
-0.7085478965462458,0.08366666816790078,LOSE_WEIGHT,1
-0.010440582715731827,-0.7369542554514018,MAINTAIN,2
1.3082065656307946,0.2645025859867439,LOSE_WEIGHT,1
-0.16557554134473493,1.4804682402858622,LOSE_WEIGHT,1
-0.5534129379172427,-1.459050782465955,GAIN_MUSCLE,0
1.6960439622033023,0.46778710050034,LOSE_WEIGHT,1
-0.3982779792882396,1.7286499481889646,LOSE_WEIGHT,1
0.06712689659876972,0.62742156588525,LOSE_WEIGHT,1
0.22226185522777284,1.9681016462663288,LOSE_WEIGHT,1
0.14469437591327128,-1.0425045993522057,GAIN_MUSCLE,0
1.6960439622033023,-0.513715432764692,MAINTAIN,2
1.3857740449452962,-1.2283290942143275,GAIN_MUSCLE,0
0.4549642931712775,-0.3154194952943743,MAINTAIN,2
-0.6309804172317443,-0.7319656784081235,MAINTAIN,2
1.6960439622033023,2.1913404689530385,LOSE_WEIGHT,1
-1.716925127634766,0.6398930084934459,LOSE_WEIGHT,1
0.14469437591327128,0.4478327923272262,LOSE_WEIGHT,1
-1.2515202517477566,-0.33287951494584844,MAINTAIN,2
-1.0963852931187537,-1.395446425164155,GAIN_MUSCLE,0
0.06712689659876972,0.30815263511542995,LOSE_WEIGHT,1
-1.716925127634766,-1.1073561009148254,GAIN_MUSCLE,0
1.6184764828888007,0.18219106477264974,LOSE_WEIGHT,1
-1.173952772433255,0.022556599387739705,LOSE_WEIGHT,1
0.06712689659876972,2.318549183556639,LOSE_WEIGHT,1
-0.9412503344897505,-1.2570134122131786,GAIN_MUSCLE,0
-0.47584545860274113,0.9304776212644144,LOSE_WEIGHT,1
